código,clave,descripción
46253,AD-32N,"Bolsa con 2 adaptadores 3 a 2 naranjas, VOLTECK"
46254,AD-32G,"Bolsa con 2 adaptadores 3 a 2 grises, VOLTECK"
46264,CABO-22B,Rollo de 100 m de cable polarizado bicolor p/bocina 22 AWG
46268,CABO-18B,Rollo de 100 m de cable polarizado bicolor p/bocina 18 AWG
46275,LED-30F,"Foco LED 3W (25W) A19, 6500K blanca fría, 270 lm, blíster"
46276,LED-30C,"Foco LED 3W (25W) A19, 3000K blanca cálida, 270 lm, blíster"
46278,LED-40GC,"Foco LED 6W (40W) G45, 3000K blanca cálida, 550 lm, blíster"
46279,CAN-1212,"Canaleta de 1 vía 12 x 12 mm, VOLTECK"
46287,VW-011,"Válvula de descarga 3' para WC de 1 pza, cadena inox, FOSET"
46288,LUZ-14,"Luz de noche con lámpara E12, oso, VOLTECK"
46289,LUZ-15,"Luz de noche con lámpara E12, pelota de béisbol, VOLTECK"
46293,LUZ-12,"Luz de noche con lámpara E12, mariposa, VOLTECK"
46299,ANG-01BL,"Llave angular 1/2', 1/4 de vuelta, roscable, blíster, FOSET"
46303,CAGU-1,"Calentador de inmersión para agua #1 (8 L), 400 W, VOLTECK"
46304,CAGU-2,"Calentador de inmersión para agua #2 (10 L), 500 W, VOLTECK"
46305,CAGU-3,"Calentador de inmersión para agua #3 (12 L), 600 W, VOLTECK"
46306,CAGU-4,"Calentador de inmersión para agua #4 (15 L), 750 W, VOLTECK"
46307,CAGU-5,"Calentador de inmersión para agua #5 (18 L), 900 W, VOLTECK"
46308,CAGU-6,"Calentador de inmersión para agua #6 (23 L), 1100 W, VOLTECK"
46309,ZI-AA,"Blíster con 4 pilas zinc-carbón AA, VOLTECK"
46310,ZI-C,"Blíster con 2 pilas zinc-carbón C, VOLTECK"
46311,ZI-D,"Blíster con 2 pilas zinc-carbón D, VOLTECK"
46315,AL-AA,"Blíster con 4 pilas alcalinas AA, VOLTECK"
46316,AL-AAA,"Blíster con 4 pilas alcalinas AAA, VOLTECK"
46317,AL-C,"Blíster con 2 pilas alcalinas C, VOLTECK"
46318,AL-D,"Blíster con 2 pilas alcalinas D, VOLTECK"
46319,AL-9V,"Blíster con 1 pila alcalina 9V, VOLTECK"
46321,CCH-4X4C,"Caja cuadrada 4' x 4' reforzada, VOLTECK"
46322,CCH-4X4O,"Caja octagonal 4' x 4' reforzada, VOLTECK"
46330,TACH-4x4C,"Tapa de 4' x 4' para caja cuadrada reforzada, VOLTECK"
46331,TACH-4x4O,"Tapa de 4' x 4' para caja octagonal, VOLTECK"
46337,APDO-CLP,"Interruptor dúplex, 1 sencillo y 1 de 3 vías, línea Classic"
46349,CAJL-26,"Caja de Seguridad tipo libro, 26 cm, HERMEX"
46371,LED-T8361P,"Tubo LED T8 36W FA8 6500K blanca fría, transparente, VOLTECK"
46374,LED-T809,"Tubo LED T8 9W G13, 6500K blanca fría, transparente, VOLTECK"
46375,LED-T818,"Tubo LED T8 18W G13 6500K blanca fría, transparente, VOLTECK"
46382,GAME-3030,"Gabinete metálico, 300 x 300 mm, VOLTECK"
46384,GAME-4040,"Gabinete metálico, 400 x 400 mm, VOLTECK"
46388,PA-APCO-E,"Placa armada contacto e interruptor, línea Económica"
46425,PU-114A,"Abrazadera para perfil monocanal de 1 1/4', VOLTECK"
46426,PU-112A,"Abrazadera para perfil monocanal de 1 1/2', VOLTECK"
46429,FLV-180B,"Manguera para lavadora, vinilo, 3/4' x 3/4', 1.8 m, FOSET"
46445,ELFM-84,"Maneral para monomando ELF-84, cromo, ELEMENT"
46446,ELFMC-84,"Maneral para salida chica monomando ELF-84, cromo, ELEMENT"
46462,PA-APDO-EIB,"Placa armada 1 interruptor 1 escalera,blanco, línea Italiana"
46466,PA-TV-IB,"Placa armada con conexión para TV, blanco, línea Italiana"
46485,PA-TV-IP,"Placa armada con conexión para TV, plata, línea Italiana"
46499,PA-TV-OB,"Placa armada con entrada TV, línea Oslo, color blanco"
46501,POBA-11,"Portalámpara de baquelita, con interruptor de barra, VOLTECK"
46515,POBA-17,"Portalámpara de baquelita, con interruptor de cadena VOLTECK"
46516,POBA-19,"Portalámpara de PVC, con sensor de luz, VOLTECK"
46533,POBA-18,"Portalámpara de baquelita, con interruptor de cadena VOLTECK"
46538,COPE-90S,"Correa de perro para cinturón de seguridad 90cm, FIERO"
46560,VENT-56,"Ventilador de techo para interior, 56', blanco, VOLTECK"
46561,R-44BN,"Bolsa c/50 remaches 1/8'x1/4' negros de aluminio, ala 1/4'"
46562,R-45BN,"Bolsa c/50 remaches 1/8'x5/16' negros de aluminio, ala 1/4'"
46563,R-46BN,"Bolsa c/50 remaches 1/8'x3/8' negros de aluminio, ala 1/4'"
46564,R-48BN,"Bolsa c/50 remaches 1/8'x1/2' negros de aluminio, ala 1/4'"
46565,R-54BN,"Bolsa c/50 remaches 5/32'x1/4' negros de aluminio, ala 5/16'"
46566,R-56BN,"Bolsa c/50 remaches 5/32'x3/8' negros de aluminio, ala 5/16'"
46567,R-58BN,"Bolsa c/50 remaches 5/32'x1/2' negros de aluminio, ala 5/16'"
46568,R-64BN,"Bolsa c/50 remaches 3/16'x1/4' negros de aluminio, ala 3/8'"
46569,R-66BN,"Bolsa c/50 remaches 3/16'x3/8' negros de aluminio, ala 3/8'"
46570,R-68BN,"Bolsa c/50 remaches 3/16'x1/2' negros de aluminio, ala 3/8'"
46571,R-44BB,"Bolsa c/50 remaches 1/8'x1/4' blancos de aluminio, ala 1/4'"
46572,R-45BB,"Bolsa c/50 remaches 1/8'x5/16' blancos de aluminio, ala 1/4'"
46573,R-46BB,"Bolsa c/50 remaches 1/8'x3/8' blancos de aluminio, ala 1/4'"
46574,R-48BB,"Bolsa c/50 remaches 1/8'x1/2' blancos de aluminio, ala 1/4'"
46575,R-54BB,"Bolsa c/50 remaches 5/32'x1/4' blancos aluminio, ala 5/16'"
46576,R-56BB,"Bolsa c/50 remaches 5/32'x3/8' blancos aluminio, ala 5/16'"
46577,R-58BB,"Bolsa c/50 remaches 5/32'x1/2' blancos aluminio, ala 5/16'"
46578,R-64BB,"Bolsa c/50 remaches 3/16'x1/4' blancos de aluminio, ala 3/8'"
46579,R-66BB,"Bolsa c/50 remaches 3/16'x3/8' blancos de aluminio, ala 3/8'"
46580,R-68BB,"Bolsa c/50 remaches 3/16'x1/2' blancos de aluminio, ala 3/8'"
46591,EXA-10I,"Extractor de aire de 10',blanco, VOLTECK"
46592,EXA-12I,"Extractor de aire de 12',blanco, VOLTECK"
46593,LED-100C,"Foco LED 14W (100W) A19, 3000K blanca cálida, 1500 lm, caja"
46594,SEMO-180,"Sensor de movimiento de 180° para pared y techo, VOLTECK"
46596,RS-604M,"Resumidero cuadrado 4 x 4', latón, negro, FOSET AQUA"
46597,RS-606M,"Resumidero cuadrado 6 x 6', latón, negro, FOSET AQUA"
46607,TIMC-4,"Timbre industrial tipo campana de 4', VOLTECK"
46609,TIMC-6,"Timbre industrial tipo campana de 6', VOLTECK"
46610,TIMC-8,"Timbre industrial tipo campana de 8', VOLTECK"
46611,TIMC-10,"Timbre industrial tipo campana de 10', VOLTECK"
46634,TAE-1/4A3G,"Caja con 100 taquetes arpón de 1/4' x 3', FIERO"
46636,TAE-5/16A1G,"Caja con 100 taquetes arpón de 5/16' x 2', FIERO"
46637,TAE-5/16A2G,"Caja con 100 taquetes arpón de 5/16' x 2-3/4', FIERO"
46638,TAE-5/16A3G,"Caja con 100 taquetes arpón de 5/16' x 3-1/2', FIERO"
46639,TAE-3/8A1G,"Caja con 50 taquetes arpón de 3/8' x 2-1/4', FIERO"
46644,TAE-3/8A6G,"Caja con 50 taquetes arpón de 3/8' x 5', FIERO"
46645,TAE-1/2A1G,"Caja con 25 taquetes arpón de 1/2' x 2-3/4', FIERO"
46646,TAE-1/2A2G,"Caja con 25 taquetes arpón de 1/2' x 3-3/4', FIERO"
46650,TAE-1/2A6G,"Caja con 25 taquetes arpón de 1/2' x 7', FIERO"
46651,TAE-5/8A1G,"Caja con 25 taquetes arpón de 5/8' x 3-1/2', FIERO"
46652,TAE-5/8A2G,"Caja con 25 taquetes arpón de 5/8' x 4-1/2', FIERO"
46654,TAE-5/8A4G,"Caja con 25 taquetes arpón de 5/8' x 6', FIERO"
46655,TAE-5/8A5G,"Caja con 25 taquetes arpón de 5/8' x 7', FIERO"
46656,TAE-5/8A6G,"Caja con 25 taquetes arpón de 5/8' x 8-1/2', FIERO"
46659,TAE-1/4A3,"Bolsa con 6 taquetes arpón 1/4' x 3', FIERO"
46661,TAE-5/16A1,"Bolsa con 6 taquetes arpón 5/16' x 2', FIERO"
46662,TAE-5/16A2,"Bolsa con 6 taquetes arpón 5/16' x 2-3/4', FIERO"
46663,TAE-5/16A3,"Bolsa con 6 taquetes arpón 5/16' x 3-1/2', FIERO"
46664,TAE-3/8A1,"Bolsa con 6 taquetes arpón 3/8' x 2-1/4', FIERO"
46669,TAE-3/8A6,"Bolsa con 6 taquetes arpón 3/8' x 5', FIERO"
46670,TAE-1/2A1,"Bolsa con 4 taquetes arpón 1/2' x 2-3/4', FIERO"
46671,TAE-1/2A2,"Bolsa con 4 taquetes arpón 1/2' x 3-3/4', FIERO"
46675,TAE-1/2A6,"Bolsa con 4 taquetes arpón 1/2' x 7', FIERO"
46676,TAE-5/8A1,"Bolsa con 2 taquetes arpón 5/8' x 3-1/2', FIERO"
46677,TAE-5/8A2,"Bolsa con 2 taquetes arpón 5/8' x 4-1/2', FIERO"
46679,TAE-5/8A4,"Bolsa con 2 taquetes arpón 5/8' x 6', FIERO"
46680,TAE-5/8A5,"Bolsa con 2 taquetes arpón 5/8' x 7', FIERO"
46681,TAE-5/8A6,"Bolsa con 2 taquetes arpón 5/8' x 8-1/2', FIERO"
46689,RS-702M,"Resumidero cuadrado 6' x 6', acero inoxidable, negro, AQUA"
46707,BC-256P,"Bisagra cuadrada 2 1/2', negro mate, cabeza plana, HERMEX"
46720,MMP-419,"Maneral de palanca p/monomando lavabo MP-419, cromo, BASIC"
46798,CADI-15,"Caja para dinero, 15 cm, HERMEX"
46799,CADI-12,"Caja para dinero, 12 cm, HERMEX"
46825,F-15EMX6,"Pack de 6 lámparas espiral mini T2 15 W luz de día, en caja"
46854,LED-30GF,"Foco LED 3W (25W) G45, 6500K blanca fría, 270 lm, blíster"
46855,LED-30GC,"Foco LED 3W (25W) G45, 3000K blanca cálida, 270 lm, blíster"
46856,LED-40F,"Foco LED 6W (40W) A19, 6500K blanca fría, 440 lm, blíster"
46857,LED-40C,"Foco LED 6W (40W) A19, 3000K blanca cálida, 440 lm, blíster"
46858,LED-60F,"Foco LED 9W (60W) A19, 6500K blanca fría, 800 lm, blíster"
46859,LED-60C,"Foco LED 9W (60W) A19, 3000K blanca cálida, 800 lm, blíster"
46860,LED-75F,"Foco LED 12W (75W) A19, 6500K blanca fría, 1050 lm, blíster"
46861,LED-75C,"Foco LED 12W (75W) A19, 3000K blanca cálida, 1050lm, blíster"
46862,VAP-001L,"Luminario lineal LED 36W, 6500K, a prueba de vapor, de sobre"
46863,LED-30GFX4,"Pack 4 focos LED 3W (25W) G45, 6500K blanca fría, 270 lm"
46864,LED-60FX4,"Pack 4 focos LED 9W (60W) A19, 6500K blanca fría, 800 lm"
46865,LUZ-USB,"Mini-lámpara flexible de 5 LEDs 1W para puerto USB, VOLTECK"
46889,CJ-CALE-12HS-1,"Caja de empaque de repuesto para CALE-12HS-1, FOSET"
46890,CJ-CALE-12HS-2,"Caja de empaque de repuesto para CALE-12HS-2, FOSET"
46891,CJ-CALE-12HS-3,"Caja de empaque de repuesto para CALE-12HS-3, FOSET"
46892,CJ-CALE-18HS-1,"Caja de empaque de repuesto para CALE-18HS-1, FOSET"
46893,CJ-CALE-18HS-2,"Caja de empaque de repuesto para CALE-18HS-2, FOSET"
46894,CJ-CALE-18HS-3,"Caja de empaque de repuesto para CALE-18HS-3, FOSET"
46895,CJ-CALE-18HS-4,"Caja de empaque de repuesto para CALE-18HS-4, FOSET"
46896,FILM-C80,Juego de 3 filtros de aluminio para campana CAME-80
46897,FILM-C75,Juego de 2 filtros de aluminio para campana CAME-75
46898,FILM-C60,Juego de 2 filtros de aluminio para campana CAME-60
46899,FILM-C50,Juego de 2 filtros de aluminio para campana CAME-50
46910,BR-152,"Bisagra rectangular 1-1/2' latón antiguo, HERMEX"
46912,BR-252,"Bisagra rectangular 2-1/2' latón antiguo, HERMEX"
46920,AU-1/2,Bolsa c/10 abrazaderas tipo uña 1/2' p/tubo pared delgada
46921,AU-3/4,Bolsa c/10 abrazaderas tipo uña 3/4' p/tubo pared delgada
46922,AU-1,Bolsa c/10 abrazaderas tipo uña 1' p/tubo pared delgada
46923,AO-1/2,Bolsa c/10 abrazaderas tipo omega 1/2' p/tubo pared delgada
46924,AO-3/4,Bolsa c/10 abrazaderas tipo omega 3/4' p/tubo pared delgada
46925,AO-1,Bolsa c/10 abrazaderas tipo omega 1' p/tubo pared delgada
46926,AO-3/8,Bolsa c/10 abrazaderas tipo omega 3/8' p/tubo pared delgada
46927,AU-3/8,Bolsa c/10 abrazaderas tipo uña 3/8' p/tubo pared delgada
46928,AO-3,Bolsa c/5 abrazaderas tipo omega 3' p/tubo pared delgada
46929,AO-4,Bolsa c/5 abrazaderas tipo omega 4' p/tubo pared delgada
46930,CLQ-1/2R,"Conector recto 1/2' para tubo liquid tight, VOLTECK"
46931,CLQ-3/4R,"Conector recto 3/4' para tubo liquid tight, VOLTECK"
46933,CLQ-1/2C,"Conector curvo de 1/2' para tubo liquid tight, VOLTECK"
46934,CLQ-3/4C,"Conector curvo de 3/4' para tubo liquid tight, VOLTECK"
46940,MUFA-1,"Mufa con abrazadera para tubo 1', VOLTECK"
46941,MUFA-3/4," Mufa con abrazadera para tubo 3/4', VOLTECK"
46942,MUFA-1/2,"Mufa con abrazadera para tubo 1/2', VOLTECK"
46950,CONCO-1/2,"Conector conduit 1/2', VOLTECK"
46951,CONCO-3/4,"Conector conduit 3/4', VOLTECK"
46952,CONCO-1,"Conector conduit 1', VOLTECK"
46953,COPCO-1/2,"Cople conduit 1/2', VOLTECK"
46954,COPCO-3/4,"Cople conduit 3/4', VOLTECK"
46955,COPCO-1,"Cople conduit 1', VOLTECK"
46967,SMA-1/8G,"Caja con 100 sujetadores tipo mariposa de 1/8' x 2', FIERO"
46969,SMA-1/4G,"Caja con 100 sujetadores tipo mariposa de 1/4' x 3', FIERO"
46970,COLET-1/2-LB,"Condulet 1/2' conexión tipo LB, VOLTECK"
46971,COLET-3/4-LB,"Condulet 3/4' conexión tipo LB, VOLTECK"
46972,COLET-1-LB,"Condulet 1' conexión tipo LB, VOLTECK"
46973,COLET-1/2-LR,"Condulet 1/2' conexión tipo LR, VOLTECK"
46974,COLET-3/4-LR,"Condulet 3/4' conexión tipo LR, VOLTECK"
46975,COLET-1-LR,"Condulet 1' conexión tipo LR, VOLTECK"
46976,COLET-1/2-LL,"Condulet 1/2' conexión tipo LL, VOLTECK"
46977,COLET-3/4-LL,"Condulet 3/4' conexión tipo LL, VOLTECK"
46978,COLET-1-LL,"Condulet 1' conexión tipo LL, VOLTECK"
46979,COLET-1/2-T,"Condulet 1/2' conexión tipo T, VOLTECK"
46980,COLET-3/4-T,"Condulet 3/4' conexión tipo T, VOLTECK"
46981,COLET-1-T,"Condulet 1' conexión tipo T, VOLTECK"
46982,COLET-1/2-C,"Condulet 1/2' conexión tipo C, VOLTECK"
46983,COLET-3/4-C,"Condulet 3/4' conexión tipo C, VOLTECK"
46984,COLET-1-C,"Condulet 1' conexión tipo C, VOLTECK"
46985,COLET-1/2-FS,"Condulet 1/2' conexión tipo FS, VOLTECK"
46986,COLET-3/4-FS,"Condulet 3/4' conexión tipo FS, VOLTECK"
46990,LED-75SL,"Foco LED 10W (75W) A19, sensor de luz, 6500K, VOLTECK"
46992,LAE-24D,Lámpara de emergencia de 24 Leds 170 lm dirigible recargable
46993,LED-60SM,"Foco LED 9W (60W) A19, sensor de movimiento, 6500K, VOLTECK"
47044,PPSE15-EB,"Placa 1 ventana, 1.5 módulos, línea Española, color blanco"
47050,APSE3-EEB,"Interruptor de 3 vías, 3 módulos, línea Española, blanco"
47142,POLCA-4,"Portalámparas con cable de 4 m, VOLTECK"
47143,POLCA-6,"Portalámparas con cable de 6 m, VOLTECK"
47144,POLCA-10,"Portalámparas con cable de 10 m, VOLTECK"
47181,MUL-4,"Multicontacto 16 AWG uso rudo con 4 entradas, VOLTECK"
47182,MUL-6,"Multicontacto 16 AWG uso rudo con 6 entradas, VOLTECK"
47186,MUL-8,"Multicontacto 14 AWG uso rudo con 8 entradas, VOLTECK"
47192,CCE-1,"Centro de carga metálico 1 polo 50A de empotrar, VOLTECK"
47193,CCS-1,"Centro de carga metálico 1 polo 50A de sobreponer, VOLTECK"
47194,CCE-2,"Centro de carga metálico 2 polos 50A de empotrar, VOLTECK"
47195,CCS-2,"Centro de carga metálico 2 polos 50A de sobreponer, VOLTECK"
47196,CCE-4,"Centro de carga metálico 4 polos 50A de empotrar, VOLTECK"
47197,CCS-4,"Centro de carga metálico 4 polos 50A de sobreponer, VOLTECK"
47204,RE-AA,"Blíster con 2 pilas recargables AA larga duración, 2500 mAh"
47205,RE-AAA,"Blíster con 2 pilas recargables AAA larga duración, 1000 mAh"
47206,RE-D,"Blíster con 2 pilas recargables D larga duración, 4000 mAh"
47223,TAE-1/4TG,"Caja con 100 taquetes expansivos de 1/4' con tornillo, FIERO"
47230,SEMO-CL,"Sensor de movimiento con interruptor de pared, VOLTECK"
47232,TC-1/2-DA,"Tubo Conduit 1/2' pared extra delgada (0.7 mm), et. azul 3 m"
47234,MUL-10,"Multicontacto 14 AWG uso rudo con 10 entradas, VOLTECK"
47253,MR-1650,"Lámpara de halógeno 50 W tipo MR 16 base GU5.3, VOLTECK"
47276,FUS-30,"Fusible 30 A, VOLTECK"
47277,FUS-60,"Fusible 60 A, VOLTECK"
47294,FUS-30AB,"Blíster con 2 fusibles 30 A con agarradera, VOLTECK"
47311,POL-6RE,"Punta pol de latón 1/4' x 5 cm, de rosca con O-ring, FOSET"
47320,TAE-5/16TG,Caja con 100 taquetes expansivos de 5/16' con tornillo FIERO
47328,CAPU-1012,"Bolsa con 10 capuchones para cable, calibres 12 a 10 AWG"
47331,CCE-6,"Centro de carga metálico 6 polos 100A de empotrar, VOLTECK"
47332,CCS-6,"Centro de carga metálico 6 polos 100A de sobreponer, VOLTECK"
47333,CCE-8,"Centro de carga metálico 8 polos 100A de empotrar, VOLTECK"
47334,CCS-8,"Centro de carga metálico 8 polos 100A de sobreponer, VOLTECK"
47339,TAE-3/8TG,"Caja con 50 taquetes expansivos de 3/8' con tornillo, FIERO"
47340,CTF-1/2R,"Conector recto 1/2' para tubo flexible metálico, VOLTECK"
47341,CTF-3/4R,"Conector recto 3/4' para tubo flexible metálico, VOLTECK"
47343,CTF-1/2C,"Conector curvo 1/2' para tubo flexible metálico, VOLTECK"
47344,CTF-3/4C,"Conector curvo 3/4' para tubo flexible metálico, VOLTECK"
47350,COSO-DA-2,"Contacto de sobreponer dúplex 2 polos+ tierra, ABS, VOLTECK"
47356,TAE-1/2TG,"Caja con 25 taquetes expansivos de 1/2' con tornillo, FIERO"
47358,SMA-1/8,"Bolsa con 4 sujetadores tipo mariposa de 1/8' x 2', FIERO"
47362,TAE-5/8TG,"Caja con 25 taquetes expansivos de 5/8' con tornillo, FIERO"
47363,TAE-3/16G,Caja con 100 taquetes expansivos de 3/16' sin tornillo FIERO
47364,TAE-1/4G,"Caja con 100 taquetes expansivos de 1/4' sin tornillo, FIERO"
47366,TAE-5/16G,"Caja con 50 taquetes expansivos de 5/16' sin tornillo, FIERO"
47367,TAE-3/8G,"Caja con 50 taquetes expansivos de 3/8' sin tornillo, FIERO"
47368,TAE-1/2G,"Caja con 25 taquetes expansivos de 1/2' sin tornillo, FIERO"
47370,TAE-3/8T,"Bolsa con 4 taquetes expansivos de 3/8' con tornillo, FIERO"
47371,TAE-1/2T,"Bolsa con 2 taquetes expansivos de 1/2' con tornillo, FIERO"
47372,TAE-5/8T,"Bolsa con 2 taquetes expansivos de 5/8' con tornillo, FIERO"
47373,TAE-3/16,"Bolsa con 4 taquetes expansivos de 3/16' sin tornillo, FIERO"
47382,CBR-53G,"Metro de cable UTP CAT5E, Bobina de 305m, gris, VOLTECK"
47383,CBR-53B,"Metro de cable UTP CAT5E, Bobina de 305m, blanco, VOLTECK"
47384,CBR-53A,"Metro de cable UTP CAT5E, Bobina de 305m, azul, VOLTECK"
47394,EMP-701S,Luminario para exterior empotrado en piso para MR16 GU10
47399,CBR-51A,"Metro de cable UTP CAT5E, Bobina de 100m, azul, VOLTECK"
47401,CLG-512,"Codo terminal a 90° de latón 3/8 x 3/8', FOSET"
47402,CLG-513,"Codo terminal a 90° de latón 1/2 x 1/2', FOSET"
47403,CLG-521,"Codo para estufa a 90° de latón de 3/8 x 3/8', FOSET"
47404,CLG-522,"Codo para estufa a 90° de latón de 3/8 x 1/2', FOSET"
47405,CLG-523,"Codo para estufa a 90° de latón de 1/2 x 1/2', FOSET"
47424,CLG-301,"Tapón hembra de latón de 3/8', FOSET"
47425,FBO-12120X,"Manguera para boiler, acero inox. 1/2'H x 3/4'H, 120 cm"
47426,FBO-12150X,"Manguera para boiler, acero inox. 1/2'H x 3/4'H, 150 cm"
47427,FBO-34100X,"Manguera para boiler, acero inox. 3/4'H x 3/4'H, 100 cm"
47428,CLG-491,"Niple campana de latón de 3/8' X 3/8', FOSET"
47429,CLG-492,"Niple campana de latón de 3/8' X 1/2', FOSET"
47430,CLG-493,"Niple campana de latón de 3/8' X 1/4', FOSET"
47431,CLG-494,"Niple campana de latón de 1/2' X 3/8', FOSET"
47432,CLG-495,"Niple campana de latón de 1/2' X 1/2', FOSET"
47433,CLG-411,"Niple terminal de latón de 3/8' X 3/8', FOSET"
47434,CLG-412,"Niple terminal de latón de 3/8' X 1/2', FOSET"
47435,CLG-413,"Niple terminal de latón de 3/8' X 1/4', FOSET"
47436,CLG-414,"Niple terminal de latón de 1/2' X 3/8', FOSET"
47437,CLG-415,"Niple terminal de latón de 1/2' X 1/2', FOSET"
47438,CLG-471,"Niple unión de latón de 3/8' X 3/8', FOSET"
47439,CLG-472,"Niple unión de latón de 3/8' X 1/2', FOSET"
47440,CLG-473,"Niple unión de latón de 1/2' X 1/2', FOSET"
47441,CLG-431,"Niple terminal con espiga de 3/8' X 3/8', FOSET"
47450,CLG-151,"Check para regulador de 1/4' X 1/4' para gas, FOSET"
47452,CO-817,"Contracanasta 3-1/2' inox, tubo inox, FOSET"
47453,CO-827,"Contracanasta 3-1/2' inox, instala-fácil, tubo inox, FOSET"
47476,CTF-1/2F,"Cinta sella roscas 1/2' x 7m, uso general, FOSET"
47477,CTF-3/4F,"Cinta sella roscas 3/4' x 7m, uso general, FOSET"
47478,ANG-12,"Llave ang. doble salida 1/2', multivuelta, roscable, FOSET"
47488,PU-1/2A,"Abrazadera para perfil monocanal de 1/2 ', VOLTECK"
47489,PU-3/4A,"Abrazadera para perfil monocanal de 3/4', VOLTECK"
47516,CG-401,"Niple de acero galvanizado 1/2' x 2', FOSET"
47527,CG-412,"Niple de acero galvanizado 3/4' x 3', FOSET"
47528,CG-413,"Niple de acero galvanizado 3/4' x 4', FOSET"
47542,LED-30GFC,"Foco LED 3W (25W) G45, 6500K blanca fría, 270 lm, caja"
47543,LED-30GCC,"Foco LED 3W (25W) G45, 3000K blanca cálida, 270 lm, caja"
47544,LED-40FC,"Foco LED 6W (40W) A19, 6500K blanca fría, 440 lm, caja"
47545,LED-40CC,"Foco LED 6W (40W) A19, 3000K blanca cálida, 440 lm, caja"
47546,LED-60FC,"Foco LED 9W (60W) A19, 6500K blanca fría, 800 lm, caja"
47547,LED-60CC,"Foco LED 9W (60W) A19, 3000K blanca cálida, 800 lm, caja"
47548,LED-75FC,"Foco LED 12W (75W) A19, 6500K blanca fría, 1050 lm, caja"
47550,CG-201,"Cople reforzado de acero galvanizado de 1/2', FOSET"
47551,CG-202,"Cople reforzado de acero galvanizado de 3/4', FOSET"
47552,CG-203,"Cople reforzado de acero galvanizado de 1', FOSET"
47560,TAE-8X45C,Bolsa con 4 taquetes expansivos 8x50 mm con armella cerrada
47561,TAE-10X60C,Bolsa con 4 taquetes expansivos 10x65 mm con armella cerrada
47562,TAE-12X70C,Bolsa con 2 taquetes expansivos 12x75 mm con armella cerrada
47563,TAE-16X80C,Bolsa con 2 taquetes expansivos 16x90 mm con armella cerrada
47564,TAE-8X45A,Bolsa con 4 taquetes expansivos 8x50 mm con armella abierta
47565,TAE-10X60A,Bolsa con 4 taquetes expansivos 10x65 mm con armella abierta
47566,TAE-12X70A,Bolsa con 2 taquetes expansivos 12x75 mm con armella abierta
47567,TAE-16X80A,Bolsa con 2 taquetes expansivos 16x90 mm con armella abierta
47598,PA-APDO-EIN,"Placa armada 1 interruptor 1 escalera, negro, línea Italiana"
47602,PA-TV-IN,"Placa armada con conexión para TV, negro, línea Italiana"
47613,FILY-1/2,"Filtro de latón en 'Y' de 1/2', FOSET"
47614,FILY-3/4,"Filtro de latón en 'Y' de 3/4', FOSET"
47615,FILY-1,"Filtro de latón en 'Y' de 1', FOSET"
47622,CC-971B,"Tuerca unión de cobre de 1/2', FOSET BASIC"
47623,CC-972B,"Tuerca unión de cobre de 3/4', FOSET BASIC"
47624,CC-973B,"Tuerca unión de cobre de 1', FOSET BASIC"
47625,CC-611B,"Conector de cobre de rosca exterior 1/2', FOSET BASIC"
47626,CC-612B,"Conector de cobre de rosca exterior 3/4', FOSET BASIC"
47627,CC-613B,"Conector de cobre de rosca exterior 1', FOSET BASIC"
47628,CC-601B,"Conector de cobre de rosca interior 1/2', FOSET BASIC"
47629,CC-602B,"Conector de cobre de rosca interior 3/4', FOSET BASIC"
47630,CC-603B,"Conector de cobre de rosca interior 1', FOSET BASIC"
47650,RS-701M,"Resumidero cuadrado 4' x 4', acero inoxidable, negro, AQUA"
47656,VGC-565,Acoplador de llenado para tanque estacionario de gas LP
47657,VGC-GL-1/2,"Válvula globo de hierro para gas LP,1/2', FOSET"
47658,VGC-GL-3/4,"Válvula globo de hierro para gas LP,3/4', FOSET"
47659,CALE-8S-1,"Termotanque p/calentador solar CALE-8S, FOSET"
47660,CALE-8S-2,"Caja c/8 tubos p/calentador solar CALE-8S, FOSET"
47662,CALE-10S-1,"Termotanque p/calentador solar CALE-10S, FOSET"
47663,CALE-10S-2,"Caja c/10 tubos p/calentador solar CALE-10S, FOSET"
47664,CALE-10S-3,"Base para termotanque p/calentador solar CALE-10S, FOSET"
47665,CALE-15S-1,"Termotanque p/calentador solar CALE-15S, FOSET"
